XGB,LGBM,GBR,Lasso,ElasticNet,CatBoost,TargetLog,Ensemble
11.27838134765625,11.454908646088143,11.442495446269557,11.269519707065248,11.26282705229388,11.323313860729725,10.596659732783579,11.282109756692366
11.843544960021973,11.865660755583544,11.833220906538337,11.808905277913862,11.811370098353859,11.849432607326532,11.914054519303125,11.822789142746537
12.096343994140625,12.065953798031204,12.1065615095264,12.177815409089774,12.178784149489697,12.133112756913922,12.100161978566867,12.149136250547675
12.0198335647583,12.006194880735157,12.038220782353937,12.07616552398137,12.07516506681298,12.017286623874243,12.016732516077072,12.054530439321304
12.552499771118164,12.60562017542843,12.50225450164119,12.558472688408479,12.558895127974507,12.5428937746488,12.533579815765737,12.553451695356431
12.628290176391602,12.650828196186506,12.618168826649574,12.624570054024463,12.625975831004748,12.625210493313,12.6410997921206,12.625561490101756
11.86409854888916,11.805392102849698,11.840268699007893,11.927638363751788,11.929949615898767,11.90915457282313,11.884495917930655,11.905384192451429
11.94229793548584,11.898022611782013,11.938334153977785,11.922336197589814,11.922269060121046,11.915203380761787,11.938199736300925,11.927991962076131
11.75868034362793,11.717780149936107,11.753354538260815,11.752903576631192,11.754261807583868,11.786139139115663,11.599112335481124,11.757138446922951
11.415989875793457,11.400100518155462,11.401555672409605,11.280929440278753,11.276170299439565,11.382702824558242,11.314486721293981,11.330233843794687
11.875757217407227,11.859213427965793,11.903084523743793,11.852505168454572,11.849381335847093,11.874952435821154,11.982935344196433,11.86228071929224
12.002754211425781,12.021550800079183,12.009838738210268,12.050734804273773,12.0520812893834,12.072588702118658,12.04355959836804,12.037531289073062
11.870926856994629,11.831917875304448,11.835154818414281,11.886761246950291,11.88757119408321,11.882797516273893,11.87757552297847,11.880089088072618
11.786890983581543,11.860587023543943,11.81743398504094,11.79060896292094,11.79335498611413,11.806510884295317,11.777218637129327,11.792158074105771
11.90588665008545,11.906498772492418,11.879638303568555,11.869892192811628,11.872702508255209,11.859286137973148,11.856522261533737,11.879839119092146
12.609822273254395,12.563451465595778,12.620048634176264,12.579045050513935,12.58048918477444,12.573339840159077,12.675766851909591,12.588998998618019
12.59254264831543,12.614973863041218,12.59417937504778,12.525762019992754,12.52337419756126,12.571874264077229,12.387089184491993,12.55017965067263
12.418394088745117,12.39546350646225,12.388611186574174,12.412143590575292,12.4124778177476,12.397864290136425,12.428019481065613,12.411919849458702
11.511402130126953,11.451443851851172,11.550300310770476,11.487715706021485,11.48541825411207,11.473805442914363,11.635151947212842,11.495515628403357
11.754300117492676,11.725916906660132,11.7676039549458,11.80101708032328,11.79969779166256,11.738941745010898,11.751950239425476,11.781961599009417
12.09033489227295,12.099766481061705,12.089511154340835,12.085764830394409,12.085759954277911,12.07937400011527,12.083910661257521,12.086713710821703
11.705721855163574,11.734583384140207,11.707964186534989,11.741008391095322,11.742571452611344,11.650744053364063,11.648338835562747,11.723411705955472
11.644515991210938,11.615895052638189,11.731746475574878,11.518738365500571,11.520738982261227,11.589632422221923,11.608244735642321,11.567721398668322
12.909329414367676,12.886711753652534,12.934350082962066,12.774525871114214,12.769963598238096,12.93178463792017,12.861001210669146,12.829450042221284
11.68533992767334,11.754484612348612,11.689994437542437,11.689696856900127,11.693140340705401,11.716625988422104,11.775297421715827,11.690896171199084
11.99531078338623,11.992763639813031,11.97903530706773,11.984976641584502,11.983587650454524,11.983490363575427,12.103491596905931,11.987331716592506
12.277823448181152,12.275071854876233,12.309959396758995,12.159391418563706,12.15845490191561,12.264236928237246,12.058158312538197,12.205968039193028
12.164782524108887,12.165602253024662,12.167133233213256,12.18137870272676,12.18065776877092,12.176997619979016,12.188422799337028,12.175785415866901
13.125560760498047,13.085794429630376,13.096816055144945,13.07087156173582,13.074651166656944,13.124155107387478,12.991755706536901,13.091488172454486
11.642572402954102,11.665353765152997,11.700948419788453,11.715183782449872,11.718193522518371,11.648879059098327,11.735276702486741,11.689915758621481
12.046941757202148,12.04064924099278,12.027834166551997,12.130388523758443,12.129525208505715,12.010807044314117,11.970356641102999,12.094162359710541
11.518163681030273,11.475127538498185,11.49405106419863,11.560498111035251,11.56220753093205,11.473496280830268,11.522885696764481,11.539856095977612
12.289253234863281,12.295445208929056,12.28299003222974,12.212098092763327,12.213478679569247,12.26784947979354,12.218500103788143,12.240659799642904
11.826322555541992,11.818546675821173,11.774258618284982,11.827645036369168,11.83371182042637,11.855156372505744,11.849404844423074,11.827882515107126
12.375327110290527,12.377782263339533,12.413923459771043,12.3676449263718,12.36631300283947,12.34636755293815,12.299112067295642,12.36991536223474
12.605531692504883,12.565613515862871,12.618901216692535,12.602560833826429,12.602462526998067,12.596511667542083,12.666660207428574,12.603586761234332
12.500669479370117,12.488066510888384,12.541152680533491,12.370498395559933,12.371292590907647,12.48051578745915,12.100717685412471,12.421733830180923
12.298291206359863,12.300163970204515,12.26612671025852,12.280198005469785,12.279289866075393,12.288043840936648,12.328294703023394,12.285126271358509
11.318391799926758,11.328319817521814,11.28018077389292,11.249714234083884,11.250539945527644,11.290112074006016,11.289794413577894,11.273094675514963
12.302648544311523,12.242740835650023,12.281746417311009,12.267745643400366,12.278585798089289,12.224082123167104,12.323860125621126,12.276088576592992
12.635443687438965,12.622201616544073,12.593029340366874,12.582561624746992,12.581856685760576,12.584155009276564,12.404927602627597,12.597705712119634
11.68466567993164,11.638412509202578,11.646392248743766,11.678027320480718,11.678506814006566,11.68122581499291,11.771443882099637,11.678890243804918
12.209490776062012,12.164636551783879,12.205316925293111,12.179941329545498,12.180374390706133,12.195492834896092,12.128116509451258,12.190369689004333
11.867857933044434,11.836716139841982,11.892939160896256,11.85103503919647,11.84914816142783,11.890628159725269,11.88380602959621,11.860087117047513
11.37804126739502,11.399867558606102,11.482589263677191,11.517129999401092,11.521591882838226,11.409530319012,11.58432477200052,11.469709300885231
11.443087577819824,11.444896793305741,11.42954150200571,11.481837412597837,11.478754924511316,11.461833893483126,11.418625774449598,11.467122927230708
11.668814659118652,11.66228734346739,11.660715445083634,11.63087610366422,11.633033476120842,11.646621963678687,11.818577604251555,11.644035875064182
11.734260559082031,11.770524548858456,11.757248743775465,11.623059158127596,11.62486402591516,11.679218897744876,11.751950239425476,11.663709022038766
11.720036506652832,11.746371636198285,11.736944400929234,11.712227527525291,11.711563543368012,11.667257758698696,11.824087219587643,11.71199899254549
11.636176109313965,11.621811244282984,11.631721849335989,11.633621895331851,11.635818529376285,11.566619181044157,11.608244735642321,11.629581300966152
12.195701599121094,12.192094728833654,12.217306203218714,12.199894090087032,12.201245239157,12.210760832354769,12.173037959397275,12.200393785491759
12.101042747497559,12.099267579919124,12.135995892099785,12.033328781922902,12.029532537833532,12.055529730161876,11.941462360646149,12.057454340518944
12.387324333190918,12.368633591515916,12.382955567704002,12.411177937315767,12.41111678056748,12.367631153471386,12.409017571151187,12.40019885752713
11.710293769836426,11.767081960644013,11.69572610417478,11.763833441377258,11.763335232335047,11.685070560785311,11.748005492256807,11.740354090073557
12.037280082702637,12.06008350653564,12.0370874168534,11.992784383246526,11.991553393641363,12.036852838405299,12.034696963475044,12.010028559352378
12.475008010864258,12.440833449043824,12.493252564557249,12.479954701247792,12.483170573380086,12.46212893099409,12.468440756144114,12.478188710939543
12.083382606506348,12.088836987355734,12.084720110927918,12.113445437023678,12.11485256976856,12.121530343416667,12.066816325306588,12.104702080793004
12.033549308776855,11.98460203995406,12.004818033648332,12.017822763295756,12.02248638690861,12.061077024291802,12.010671928196443,12.025414422811153
10.922027587890625,11.232308014598052,11.226441631326031,10.835730562305468,10.82861817628279,11.20187968176628,11.350418300109132,10.90156747655135
11.686525344848633,11.71951743460232,11.696621896691209,11.721875698521792,11.725019296462596,11.724383616694068,11.724813914587886,11.711600867454969
11.513503074645996,11.507559801960964,11.481570121018308,11.53126170607555,11.5354962222979,11.474828409986415,11.60733523953139,11.52067686839545
11.568248748779297,11.529137329495688,11.65394226938933,11.656829479085925,11.655109686389862,11.660944105716224,11.498836682527127,11.632203935439913
11.848883628845215,11.777827507158179,11.867299245771726,11.858954294925963,11.86143243395777,11.812526847778928,12.004574385508691,11.853369346819687
11.986984252929688,12.175099056355732,12.149859018045131,11.963598715495044,11.95653963125537,12.056242738100861,11.804855999911272,11.983577090287831
12.205081939697266,12.21752066491853,12.228032425260153,12.171408210890418,12.17025512742452,12.20581266865719,12.229549885708273,12.185439814023862
12.044050216674805,12.046116806621212,12.050036660651003,12.143669332530903,12.147304147384897,12.065603573096087,12.128116509451258,12.106909194461215
12.317021369934082,12.337312506896458,12.317451007702289,12.293011412287647,12.291187603057246,12.297244034690756,12.273735966890268,12.300758387786054
11.760445594787598,11.769134089715438,11.736604757707362,11.61794423613113,11.620098464913799,11.736730100293256,11.459007676978688,11.671319726673358
11.250332832336426,11.309839008385943,11.33481268829291,11.241850042474054,11.236793678777838,11.296283887807654,11.326607934898927,11.251355299070369
11.713966369628906,11.642462234088736,11.67599329486961,11.6419790288769,11.646021622227835,11.661657397314164,11.767187766223199,11.665281107963732
12.282278060913086,12.27165641601059,12.264115279194469,12.27813577563748,12.274617484741373,12.282690443158707,12.230770136157428,12.278635009819459
12.04531478881836,12.06386696788724,12.054627443617118,12.0278429205389,12.027282438872621,12.048741593298425,12.08954444723597,12.03524788609246
11.639089584350586,11.558013982474831,11.627433552377571,11.649674160925668,11.644991610231807,11.655579981730586,11.68658461118553,11.645711263254574
12.173954010009766,12.20721173964152,12.213287446088396,12.094671268011824,12.094543882082736,12.177702688764697,12.200562492481511,12.127575592715996
11.95197868347168,11.896894196972172,11.820815215590883,11.90796160632461,11.908531524202298,11.942788928808822,12.040614105490253,11.919312995239686
12.475400924682617,12.466771070897178,12.467373470338938,12.443739503167969,12.445782933375638,12.454525940408098,12.429220196836383,12.454526524695178
11.401178359985352,11.322383871299843,11.381780612975115,11.389325610655577,11.38937943443864,11.403307359351267,11.51293546492023,11.393350878378097
11.43353271484375,11.433830075063371,11.503515407634794,11.406171565684483,11.408150733589704,11.464722530555461,11.652696102959753,11.422245120849798
11.703668594360352,11.647554612822955,11.696669625253294,11.655607782862177,11.664935864510875,11.655868168634543,11.652696102959753,11.671750930359668
12.176106452941895,12.114412220817176,12.225275025807772,12.278766564973518,12.277254799727201,12.225129546916355,12.154784614286667,12.243961044319928
11.895851135253906,11.892574033740813,11.89503771167616,11.88159890029967,11.87954092205205,11.86797244658114,11.827013315851762,11.884848155486827
12.031927108764648,12.025894518939976,12.044063518172873,12.05309666824403,12.05205284560086,12.041185519282037,12.100717685412471,12.04584932803133
12.680441856384277,12.703966604312797,12.628888185527723,12.793693833838173,12.795946331174287,12.708423968802581,12.85832230788469,12.74958301768257
12.390480995178223,12.360425514796395,12.432302924375522,12.341702902093758,12.346243717465772,12.273759024366083,12.28765724080691,12.354440484326147
12.414318084716797,12.380682342994955,12.378258493705617,12.386510540524865,12.390045738377584,12.307718721618087,12.466515835145202,12.3885209191018
12.024017333984375,12.049393049542148,12.040040835004591,12.034741539462791,12.039129691571386,12.01437391750631,12.07824495582233,12.031001863597888
11.655752182006836,11.732676429478202,11.772865474799753,11.728390368179635,11.724777944094125,11.765993927505667,11.842236406331555,11.712341736779432
11.854911804199219,11.88392435500054,11.880162522944119,11.90073973473085,11.900814299388458,11.895598360405694,11.951186847493476,11.886810824572708
12.832148551940918,12.795991575445784,12.80281631610774,12.70247158474822,12.702053267863697,12.722633648358789,12.676079399771027,12.743970901595736
12.069104194641113,12.076837707479056,12.06282962085677,12.101736462285134,12.102624607868686,12.064236840297415,12.0075668272517,12.088447976384828
12.009101867675781,11.992895239999049,11.98496462803164,12.019870850305619,12.020000562154085,11.986757156551569,12.100717685412471,12.013048876389536
11.486713409423828,11.44131570524957,11.443190896881955,11.482177381120627,11.484313971481871,11.422789845999233,11.51293546492023,11.477747316198252
11.826200485229492,11.826898468726613,11.834351287554027,11.875714380293672,11.875383641715674,11.823823116751916,11.820417517632333,11.856430799491477
12.00637149810791,12.014417843693554,12.005711513292967,11.95426628711022,11.953679423412668,11.993516489863682,11.944064817531656,11.973634206549406
12.02800178527832,12.017901087280759,12.033015696563941,12.030590427689338,12.029834104913316,12.046423824682089,12.10625783509458,12.031044984091082
11.393250465393066,11.388312175886972,11.354659188233114,11.51601572254072,11.51539000760815,11.514973157494108,11.344518647594766,11.475262225122718
11.856977462768555,11.872304326084986,11.890378146431779,11.7428570482184,11.74365759196616,11.764135002756523,11.759793355371237,11.782163917475142
11.462209701538086,11.44038997059763,11.479552765591002,11.353369554265724,11.354692135956357,11.44076513279345,11.373674891823535,11.395284776336123
11.940847396850586,11.967719573029793,11.938590096584376,11.846388664961705,11.846812122601929,11.916170279085984,11.951186847493476,11.881534330677393
11.794447898864746,11.821654925342663,11.869610232561724,11.853384918311875,11.839154257571865,11.839842614014037,11.918397239722838,11.834961103355862
12.27601146697998,12.296892433754302,12.31554899466426,12.323651011688444,12.321282220641784,12.310906754344204,12.328294703023394,12.30886791560576
12.294927597045898,12.289349854303746,12.315080655455008,12.309838777393907,12.309590024730863,12.284611212972436,12.404927602627597,12.304019100785741
11.938826560974121,11.935630182462463,11.919506288185598,11.907186661736208,11.908721400542762,11.931807408855217,11.923384748066601,11.918470293482498
12.292023658752441,12.314012598449697,12.255135554646255,12.26923063931632,12.26615077801891,12.304756816276978,12.301387370778713,12.277242491273128
12.01728630065918,12.028436222193037,12.04173110243021,12.06070881445098,12.063331942631926,12.0351957871413,12.100717685412471,12.046317269486956
12.075456619262695,12.025025573298402,12.101720390290733,12.120574205927632,12.117552062154704,12.15350259935749,12.066816325306588,12.109345608771838
11.876383781433105,11.92279795183186,11.887828596617283,11.854499925414343,11.854700246733977,11.867405653329646,11.870606902224587,11.862896404138718
12.305949211120605,12.341575278706019,12.318115226395465,12.207690735116572,12.202521523599724,12.180026877464577,12.049424683420915,12.236774303251835
12.38783073425293,12.374099467237283,12.355042516563955,12.413257131007185,12.41109527870075,12.424050831989753,12.345838935721968,12.404385061610515
12.235294342041016,12.21833212880099,12.263312071450004,12.244206646540945,12.24413870502676,12.200988342326786,12.352339472153524,12.23930781566367
11.547285079956055,11.580446320746706,11.57007092486764,11.539449992380987,11.54114255048128,11.504478939021366,11.652696102959753,11.540486136493708
12.437121391296387,12.48455084448082,12.474258708110622,12.407845842636437,12.407320282236917,12.413927484602487,12.468440756144114,12.419038321991753
11.741585731506348,11.715208271858394,11.700295781666476,11.711553454474778,11.709166240936986,11.730256531549772,12.019749091416921,11.720534022304747
12.264772415161133,12.277587787993987,12.241754765364933,12.307350719061693,12.307321216898846,12.268920956310513,12.225880174775122,12.290045654110497
11.772141456604004,11.820184165674581,11.828699237708667,11.855257621491884,11.850666466119145,11.822688527182471,11.736077016252437,11.828148793612622
11.743762969970703,11.817795167324217,11.770254026846594,11.847830593504998,11.84503643149218,11.798809747655781,11.775297421715827,11.81185014220478
11.558131217956543,11.48935666986189,11.576188317804874,11.58974436437332,11.592771653507043,11.555140586010404,11.561725152903833,11.578230269798402
12.28001880645752,12.287071005862751,12.280743677426424,12.28080730605824,12.280851283549092,12.293395717130856,12.312686874960354,12.28151858876036
11.897210121154785,11.85508789936921,11.916978558481366,11.943075796924457,11.943948181896745,11.886366838338711,11.856522261533737,11.925209955815138
11.58154010772705,11.603325263059848,11.533786085575084,11.601191796557037,11.603632553515782,11.578768775959894,11.652696102959753,11.591658364619274
11.783523559570312,11.795141952267418,11.794334218990867,11.836591650302836,11.837208111965017,11.832209044296961,11.711784520403112,11.819899191349004
12.641827583312988,12.65965327734445,12.639666787205215,12.68987252314331,12.689927417461078,12.6325821204169,12.827731880206521,12.670289230289157
12.103780746459961,12.129189848378013,12.09281104180389,12.112608921803046,12.109477132173055,12.13112361325634,12.154784614286667,12.110347541524733
12.170839309692383,12.148809365382677,12.180690999291098,12.277036043004463,12.284957928401141,12.1603725541722,12.367345048436391,12.23600989967052
11.621272087097168,11.66699972573638,11.68192393123967,11.52144771291936,11.514275578925902,11.598310766756498,11.736077016252437,11.560444284481427
11.322580337524414,11.278631895986022,11.313669895826756,11.305265060621151,11.28367735232964,11.364583454096442,11.277215789596893,11.312193526760158
11.588300704956055,11.550110258453703,11.543210100165439,11.620181267750004,11.620368565670773,11.575414914828032,11.603688960617083,11.604948713094693
12.539453506469727,12.544705233792946,12.563621080849947,12.520850291491287,12.520948270786267,12.563876606958223,12.504327379899443,12.530923019298548
12.317878723144531,12.349073880057222,12.305005867788985,12.36515658417387,12.365365445917522,12.313582476436013,12.448630513463613,12.34582546215766
12.569913864135742,12.54170606546747,12.593713678098874,12.616708897496789,12.617147579484131,12.589295154911946,12.676079399771027,12.600816467585785
11.996146202087402,11.990436075731427,11.990295256791825,12.056907287656493,12.057828781512935,11.977464675535927,11.998439434579149,12.03160250307684
12.862542152404785,12.970285631024842,12.95759573534567,12.91695347471843,12.917071008023477,13.008435387634082,12.929993908996359,12.910231300589345
12.397116661071777,12.353559776175286,12.364545195930052,12.402245559134455,12.40312460537517,12.363979618299606,12.301387370778713,12.396588021394127
11.472715377807617,11.521469478320096,11.473351230104322,11.44672556540554,11.449314633299231,11.44356746095565,11.544433821905134,11.455095593981673
11.823487281799316,11.80090360899481,11.819859818475562,11.887088396454773,11.886530006216008,11.844795624056697,11.931642378754141,11.863529704275827
11.742176055908203,11.73666263479429,11.731406502879262,11.674020307821383,11.669725294679932,11.763026041455086,11.755879486687116,11.701307343913825
12.086583137512207,12.07129327916987,12.094934666180343,12.156456786389633,12.154883844452552,12.123976408571334,12.154784614286667,12.131986848903566
12.744945526123047,12.736220400175092,12.791104239894253,12.785097738048126,12.785587033575665,12.76373352319552,12.693501691489768,12.772670644103496
12.176644325256348,12.154634034884705,12.149276191892714,12.164009295322064,12.161968734300153,12.175679044347753,12.119975396053194,12.167540587102929
12.374926567077637,12.380862038721466,12.395358817025116,12.330003520463954,12.328541958071852,12.376481558498337,12.337105293891872,12.34836431109943
11.781578063964844,11.762795653618559,11.760725852056288,11.694532375744961,11.692975970180502,11.758667292030859,11.763691965388299,11.725917484829779
12.161355018615723,12.153192047740998,12.206507467798811,12.231163702323006,12.231767526505054,12.09755413003984,12.278397958261774,12.201006218993474
12.274951934814453,12.241603491119657,12.221277340661207,12.345781479348314,12.346918481667833,12.283658323645037,12.384223015005313,12.316649945018332
11.897531509399414,11.94996536941067,11.897346638804006,11.926438353709134,11.922305812058902,11.932956963814698,12.001511614739405,11.91722107168729
12.096271514892578,11.962433955022522,12.10414103822735,12.159440894752144,12.161110665148994,12.181173814254588,12.122696471358964,12.14146789989032
12.29434871673584,12.371544972749646,12.265810566664102,12.25877057046491,12.260351087613708,12.306359921858052,12.400820837540556,12.272633471861997
12.245524406433105,12.263692321299512,12.265078717373012,12.32870859034638,12.331012658792504,12.262898939002293,12.259618151783465,12.298465727503233
11.966526985168457,11.958061479342764,11.968457181844169,12.05484262476003,12.057888730562388,12.004836665987192,12.058158312538197,12.023511284124915
13.017720222473145,13.075715389148783,13.04344016693464,13.032620415152989,13.036044235405411,13.000028616672683,13.126032637428713,13.026926608414469
11.594657897949219,11.615316890446234,11.629167308570064,11.589549473335376,11.590800984061802,11.5996962746217,11.51293546492023,11.593462264295399
12.047414779663086,12.050668849342774,12.040433632364465,12.033064671781235,12.034637623951884,12.060797737378627,12.083910661257521,12.039580031645546
12.113295555114746,12.165012792596428,12.144964807077313,12.016743129782038,12.015236251556715,12.131160399659505,12.206577518060588,12.056978722178968
11.596600532531738,11.654712616824604,11.574906372824847,11.670240314829075,11.666279190008792,11.64731586161724,11.695255355062795,11.643779732405637
12.285375595092773,12.307138546748797,12.370796697762355,12.250523434158788,12.245845645615024,12.218172008369496,12.206077645517674,12.26210423983019
11.658289909362793,11.640312989967148,11.612013262870047,11.763284415576885,11.763501737775087,11.70013863616211,11.751950239425476,11.723398552564996
12.811774253845215,12.963839411773172,12.773174581351403,12.775760064294362,12.769294314502496,12.688605429195666,13.07107218827772,12.778461826147723
12.052157402038574,12.065828296964876,12.04268681709903,12.097459250232445,12.0963259335341,12.073495660725639,12.06105265381003,12.08076711431757
11.779370307922363,11.841653057658585,11.743731607321234,11.704900192338501,11.702825538480072,11.75683900192662,11.813037464800539,11.730728964025495
11.876327514648438,11.852901319033231,11.857174143899917,11.849274727639704,11.849744343026329,11.843424032859293,11.940399914116648,11.8567329206524
12.502007484436035,12.506482918053454,12.555540650764875,12.518885824527665,12.521913252212997,12.549510459991831,12.563750586299374,12.518293843924301
12.594508171081543,12.555886311880693,12.545445598970273,12.499524938602852,12.489940562324525,12.574004287991656,12.660331092405906,12.532097060876199
12.09317398071289,12.027450476675092,12.097534162737027,12.202588505218902,12.200775475259427,12.06625187008107,12.122696471358964,12.157699677666113
12.221471786499023,12.217134881347912,12.217925188496004,12.191868285516575,12.190944421507597,12.23299899066321,12.165255859329688,12.204061094003912
11.858909606933594,11.830207747031078,11.838476469028661,11.904916157197004,11.897153768594288,11.918009990177831,11.775297421715827,11.889493316355361
11.654991149902344,11.663143488564955,11.704585562884565,11.693808368481177,11.693045168395557,11.675639261602994,11.751950239425476,11.68202939681887
11.88490104675293,11.929854411851478,11.918076814683134,11.876562908343098,11.874110945195891,11.91920015659606,11.908346971208951,11.88339885620858
12.591059684753418,12.629497969622813,12.557105731816856,12.663005082575772,12.663995660346927,12.597030958357335,12.650351332641707,12.63401168273886
12.662782669067383,12.730037477468185,12.718596530383175,12.488066042471042,12.489781805645801,12.568055086061417,12.367345048436391,12.551985216932042
11.653060913085938,11.717972178838052,11.701915127127858,11.712898458240163,11.713837854672521,11.672902330347252,11.552155793461898,11.692999871294859
12.601024627685547,12.60905190121774,12.622348378621911,12.643115877032054,12.644138681856935,12.62834056501009,12.524166311833152,12.629621193842397
11.76698112487793,11.811117790199129,11.809371581703884,11.773482990160954,11.775813519856833,11.768200371282628,11.849404844423074,11.773013004300159
12.022689819335938,12.034174650044667,12.011979178714258,12.027073614716654,12.02577916549991,12.01949520113309,12.052344376474922,12.024534062770671
11.737159729003906,11.76798511565478,11.725177930309647,11.633914850152715,11.631751673363626,11.707144693321878,11.626263078808801,11.67140698519973
11.862733840942383,11.863686349401224,11.858188245072672,11.854833525942292,11.855684116214642,11.868059329227112,11.91170829631447,11.858239867761053
11.715686798095703,11.729052152977754,11.69584158561326,11.628061786387695,11.627418347643566,11.641827094855302,11.608244735642321,11.656069726004523
12.11113452911377,12.051213543168558,12.110966751864886,12.094016557215431,12.09221126133804,12.143864271117835,12.103491596905931,12.102910829043218
11.791326522827148,11.771656668907836,11.849263007224078,11.740891424566978,11.733348727681975,11.843766587254214,11.87688084212164,11.765942000932839
11.775071144104004,11.778086514559368,11.808519758194867,11.735968243030786,11.736110280938627,11.792990804764042,11.856522261533737,11.753971638063504
12.399105072021484,12.400861804784928,12.395110369838296,12.408542027093283,12.407161141344902,12.43258791624894,12.531776395271262,12.406985698860423
11.94035530090332,11.92295596074716,11.91401371945411,11.966019410315816,11.96526767353934,11.936148294498162,11.884495917930655,11.954504201930456
11.506896018981934,11.447955873645231,11.46346634980666,11.457460107921353,11.45624844321381,11.496069338601469,11.49273296168228,11.474133960969379
12.017226219177246,12.036780945870564,12.069771439615163,12.008463142476243,12.008255038228036,12.040131746583468,12.133507329024972,12.015675546899145
12.455632209777832,12.404635685052474,12.42564054937585,12.429777908524017,12.430212780226466,12.453348537476101,12.439875187430008,12.438582109994066
11.904426574707031,11.912016919940662,11.893347885520758,11.94423575076959,11.944483582133918,11.941611529704904,11.957617696467539,11.930964041015569
11.877490043640137,11.870161426695955,11.872407319414775,11.9560417489208,11.953986315216364,11.896989430331038,11.993813394724253,11.926254583630659
11.848183631896973,11.86302055044197,11.852513612943499,11.756771567280087,11.754754509802467,11.862494545858782,11.808955099378537,11.793569041664213
12.235913276672363,12.211221665080974,12.21904054341442,12.26057883647867,12.260618122145514,12.229646778757967,12.25486757159303,12.24977941238067
